Well_Name,depth_top,depth_bottom,SP,PE,GR,AT10,AT20,AT30,AT60,AT90,AC,CNL,DEN,POR_index,Ish,ID,LITH
Le11,1601.1581,1602.8942,31.73645948,2.984158961,254.9895345,65.54272474,79.14017232,79.54360199,80.47781677,84.20669505,275.4647868,26.5688249,2.434428898,-0.22360606,1.024947671,chang7,6
Le11,1602.8942,1603.1905,33.88766988,2.598789215,154.929484,71.80016073,83.00831858,80.68492381,77.48714701,77.34412638,270.844279,24.42103831,2.440852642,-0.150317686,0.524647405,chang7,2
Le11,1603.1905,1603.9693,36.11727306,2.988320453,253.0798536,66.16306305,78.66052737,76.59860393,74.0499758,74.20960999,290.4590585,31.18104635,2.420856169,-0.210189785,1.015399243,chang7,6
Le11,1603.9693,1606.8542,38.75605838,2.459425241,162.1314004,32.04954235,34.66044474,35.0336175,35.24641506,36.55191859,278.0406494,25.15337332,2.400456001,-0.185699932,0.560657006,chang7,5
Le13,1212.1571,1216.9733,59.6855464,2.923284364,195.0682335,13.36841633,14.20844314,14.22976279,14.23537347,14.21643264,278.306216,27.39268494,2.529426539,-0.215167444,0.725341168,chang7,1
Le13,1216.9733,1221.4187,59.79677211,2.896040272,132.2139336,18.28216914,18.32828058,18.43485023,18.50555224,18.64797334,233.3926524,18.19518391,2.630906556,-0.062407093,0.411069667,chang7,3
Le13,1221.4187,1226.9216,54.46815745,2.760681703,122.8347126,18.27693602,18.23709102,18.40297854,18.60989359,18.74803558,232.4785366,17.93641644,2.601896307,-0.002147177,0.364173563,chang7,2
Le13,1226.9216,1227.6096,53.58481162,2.985303708,189.7299848,10.27295494,10.98204667,11.44803946,11.57411466,11.82365799,275.0986481,26.18878147,2.565921477,-0.203960143,0.69864993,chang7,1
Le13,1227.6096,1230.048,50.56681824,2.570739803,94.41741471,26.72088055,28.0882211,29.1329571,29.4615796,29.92331051,237.5534247,16.90563738,2.503082616,-0.006303508,0.222087076,chang7,4
Le13,1230.048,1235.5322,54.21541841,2.882671372,113.1472346,26.07293799,26.63217634,27.03567462,27.33239373,27.6082069,231.1717438,18.62220972,2.591121043,0.018306559,0.315736173,chang7,2
Le13,1235.5322,1236.9535,61.12373638,3.048636258,186.5888367,29.33259137,30.32889573,30.83840164,30.96741056,31.23078203,263.0030441,27.37335141,2.560804009,-0.149012818,0.682944184,chang7,1
Le13,1236.9535,1243.6589,61.26624936,2.609444176,103.4763338,44.50986668,42.80270112,44.32551908,46.14769571,47.05001651,237.0603713,19.04241413,2.535937214,0.020320022,0.267381669,chang7,2
Le13,1243.6589,1245.4149,55.81858393,2.686963256,121.5345693,32.90871607,30.62726224,31.33008436,32.15658201,33.00490481,237.2537181,21.01351929,2.604301659,-0.017437686,0.357672848,chang7,3
Le13,1245.4149,1249.7487,52.57501708,2.544465972,101.7386966,50.02076562,45.21476067,46.58974605,47.62112141,49.0557874,233.5777041,18.55107726,2.527278317,0.005676622,0.258693483,chang7,4
Le13,1249.7487,1251.9162,56.129975,3.037978397,130.7606528,30.59260633,29.13138718,29.32195918,29.80446678,30.07429843,236.1429426,20.94407929,2.607659658,-0.046517605,0.403803261,chang7,3
Le13,1251.9162,1258.283,56.72815682,2.497868465,98.78415401,49.36019762,49.73281879,52.90428341,56.37914984,57.54506089,234.5724995,18.91717027,2.518913654,0.028318683,0.243920771,chang7,2
Le13,1258.283,1261.1954,53.48810275,2.476625105,92.67478689,84.15595659,67.68028625,70.55393219,74.29618835,77.65228971,232.5563812,17.93625442,2.507879059,0.030138923,0.213373934,chang7,4
Le13,1261.1954,1262.0082,55.68617678,2.942323148,137.4972744,40.741961,34.41397357,34.43521118,36.00163841,36.84356332,239.8779583,23.77839613,2.652477294,-0.092275957,0.437486377,chang7,1
Le13,1262.0082,1265.598,57.94877853,2.968762612,131.5560254,38.42953097,37.98287182,39.53129698,41.07021688,41.40204487,239.5978338,21.79955088,2.603440166,-0.106921491,0.407780127,chang7,3
Le13,1265.598,1267.5633,56.6368848,2.729753775,98.63471581,45.92803405,43.88108938,45.00814741,45.44466961,46.13718886,222.4232043,16.33738114,2.58722029,-0.01308774,0.243173578,chang7,2
Le13,1267.5633,1270.2726,59.77029717,3.030169435,131.7845651,34.27340731,31.79528319,31.35004765,31.30996273,30.86267587,238.4836532,20.91192644,2.620201453,-0.109062249,0.408922825,chang7,3
Le13,1270.2726,1271.2225,61.03619639,2.978342825,93.06976997,128.5219099,82.69717322,69.94137361,67.04418733,65.31409412,201.0846575,12.32230218,2.671775315,0.011291828,0.215348848,chang7,2
Le13,1271.2225,1272.3712,60.24054985,2.716592431,116.4100418,59.23919754,44.65249252,39.42140121,38.32823391,36.50837879,218.9111969,18.08912611,2.628839302,-0.03110174,0.332050209,chang7,3
Le13,1272.3712,1278.6025,57.2413838,2.598975336,99.78275419,45.66463755,42.649695,43.36547485,44.05460619,44.21784442,229.6664695,17.39484634,2.57363231,0.011849319,0.24891377,chang7,2
Le13,1278.6025,1280.2959,59.87201258,3.093781789,131.7524623,26.44186478,27.15807279,28.02040316,28.72736473,29.07333107,233.569932,20.90617778,2.658569336,-0.098850633,0.408762316,chang7,3
Le13,1280.2959,1285.1725,58.44306698,2.75789023,100.5406839,42.36001215,39.3218039,39.92252107,40.41163807,40.66016483,227.0097988,17.25436707,2.590428805,0.016710334,0.252703419,chang7,2
Le13,1285.1725,1285.9177,59.82295336,2.751377004,127.7568207,26.98599734,26.28587832,26.5891195,26.93877629,27.1342392,243.7888685,23.35381317,2.576959099,-0.074865114,0.388784102,chang7,3
Le13,1285.9177,1288.2883,60.99818287,2.584104931,96.95032425,37.67938843,37.81141024,39.20937614,40.59534674,41.28433762,236.292363,19.21615877,2.546754277,-0.008648486,0.234751622,chang7,4
Le13,1288.2883,1289.2364,61.22015847,2.86149176,121.119289,28.2950503,28.4438307,29.08628464,29.40909301,29.63225725,229.6011234,20.20479944,2.643433385,-0.060488916,0.355596446,chang7,3
Le13,1289.2364,1291.4039,61.51395607,2.974770361,100.9152086,33.95995776,34.91247272,35.88240539,36.26000733,36.65701559,219.8465034,18.02719572,2.652539651,0.004776548,0.254576043,chang7,2
Le13,1291.4039,1292.5553,61.82389374,2.903083873,122.3635162,27.53466644,27.8050209,28.29576702,28.99436722,29.22625484,231.6868866,21.65751114,2.669826007,-0.055156487,0.361817579,chang7,3
Le13,1292.5553,1294.6556,60.28928227,2.796602739,98.52837796,35.56995667,34.53966745,35.17922592,35.55077479,36.10990365,229.9917382,19.25789812,2.630757133,0.000830119,0.242641892,chang7,2
Le13,1294.6556,1298.0421,62.48767035,3.489551885,150.9055149,23.32643614,22.72899127,22.98707168,23.33176616,23.53825392,249.1302997,27.1404391,2.671950902,-0.139509286,0.50452757,chang7,1
Le13,1298.0421,1301.2255,61.62921583,2.835289643,106.687846,36.77803678,33.60564415,33.8606318,34.46618696,34.73843156,224.5512425,20.62354675,2.664354223,0.00365829,0.283439229,chang7,3
Le13,1301.2255,1302.7152,62.89917843,3.050969711,91.08214863,56.39061708,48.72159679,49.80261289,51.3738572,52.10299653,215.1415558,17.33718036,2.662373763,0.032103907,0.205410744,chang7,2
Le13,1302.7152,1309.8949,63.04088264,3.096021241,127.1842488,34.85552334,33.63157111,34.11206354,34.59186192,34.93767765,236.9985017,23.13951647,2.664420535,-0.069576509,0.385921246,chang7,3
Le13,1309.9625,1311.5182,64.63921415,3.298585195,246.5590856,44.71047328,45.51636857,46.83732018,47.86188595,48.85591859,294.7489741,38.26659555,2.46541291,-0.157847169,0.982795436,chang7,6
Le13,1311.5182,1317.4093,63.97882406,3.118398622,140.7627381,39.76548751,40.27326504,41.49704766,43.60332259,44.71154865,244.9092627,28.41644351,2.642306944,-0.090683603,0.45381369,chang7,3
Le13,1317.4093,1328.855,66.96957188,3.325899216,374.9224258,172.9382452,143.2742332,154.9842365,177.4008184,201.0732658,344.9208029,42.71144561,2.297814356,-0.222361575,1.624612131,chang7,6
Le13,1328.855,1331.9695,62.88166706,2.835444175,163.034555,281.9911704,159.3745271,181.0318306,205.6842519,181.1690822,249.1775343,21.6263738,2.514036765,0.005775127,0.565172774,chang7,2
Le13,1331.9695,1333.8126,61.09302115,2.514569938,195.1044426,25.11222631,28.69243622,30.11063993,30.88960695,31.09815168,272.1196489,26.47525585,2.483574584,-0.2105035,0.725522215,chang7,5
Le15,1754.4631,1757.8313,88.23736218,2.781481198,192.6939757,14.32165095,14.6910429,15.17343978,15.30481315,15.16073663,256.4794818,24.73764413,2.546292637,-0.206160564,0.71346988,chang7,1
Le15,1757.8313,1759.6953,77.18981981,3.177807361,125.9462318,34.01795399,30.59746361,31.70616698,32.01465058,31.09745824,248.0107298,21.20213044,2.561552063,-0.094198794,0.379731156,chang7,3
Le15,1759.6953,1761.9369,71.6650226,2.866733087,93.8017807,49.1017323,40.8548718,41.3923638,41.9621058,41.37339707,236.4791051,17.19142542,2.55347607,-0.025252608,0.219008903,chang7,4
Le15,1761.9369,1762.699,72.40618243,3.043491091,115.18367,20.2818331,18.93498257,20.05031586,20.77849061,20.62108013,237.6721802,21.00287683,2.566453525,-0.047297877,0.325918351,chang7,3
Le15,1762.699,1764.6039,72.81326723,3.002283618,94.85086489,60.79418325,51.46655405,54.07509089,54.47833824,52.91632843,232.4829865,18.54445481,2.528479517,-0.006308882,0.224254325,chang7,2
Le15,1764.6039,1766.9322,74.14475975,3.057034791,107.3867493,37.5979269,34.49297514,35.30658588,34.83846512,33.41948853,229.499041,19.00764799,2.619615471,-0.027152522,0.286933746,chang7,3
Le15,1766.9322,1768.4145,71.55337642,2.998664379,98.23135435,79.35468938,57.42415061,59.93297254,58.79026266,55.51881996,225.7787476,17.6951594,2.573541329,-0.006701417,0.241156769,chang7,2
Le15,1768.4145,1769.0058,70.32815297,2.959257126,108.2140477,46.19879278,35.96678543,35.72856712,35.22663434,32.21773783,225.9612503,18.66714923,2.599521279,-0.023276597,0.29107024,chang7,3
Le15,1769.0058,1773.1551,69.54857321,2.871599625,93.05998477,80.6587879,60.37627422,60.5209253,59.19177706,54.09360313,217.6214586,14.8399523,2.561359546,-0.003627562,0.215299924,chang7,4
Le15,1773.1551,1773.917,78.57731628,2.677295242,114.6698281,51.47830527,41.92890058,42.3637837,41.35527529,37.68271991,229.3454742,17.54771778,2.59995263,-0.060152922,0.323349142,chang7,3
Le15,1773.917,1775.3986,80.59859819,2.780619071,103.9815856,77.13070855,60.57410314,62.2664792,59.60527713,55.07107485,227.8206412,16.38284999,2.564977316,-0.032537286,0.269907926,chang7,2
Le15,1775.3986,1776.3107,80.19796181,2.956120282,122.4975986,43.37772512,39.8642621,40.07916594,38.72861385,36.17292666,230.1641655,20.26511812,2.611698955,-0.059780523,0.362487994,chang7,3
Le15,1776.3107,1777.3157,75.38249715,3.127029286,179.5049413,71.15919452,54.39059872,58.18539174,54.81340027,50.18000921,248.2850766,21.55662431,2.589694712,-0.177774709,0.647524705,chang7,1
Le15,1777.3157,1790.4691,73.28453719,2.7309933,89.20196382,69.19902809,61.825573,66.30287088,62.8362042,58.3148839,218.4326713,14.25110512,2.536073691,-0.005972074,0.196009819,chang7,4
Le15,1790.473,1791.2668,83.91616603,2.937720026,169.3581129,43.39925439,47.2743563,50.42168154,47.98084096,44.74490029,245.5507268,23.85445431,2.511402845,-0.14434861,0.596790569,chang7,1
Le15,1791.3197,1792.3781,83.34451294,2.729211251,94.16876136,47.76093631,55.72729068,63.23822742,57.36627621,51.88512887,220.2905189,16.18889777,2.549411906,-0.006308419,0.220843809,chang7,4
Le15,1792.3781,1793.1718,83.39789145,2.943427835,164.026353,45.76637868,54.73971122,53.44966507,50.29577964,47.9856442,245.2419652,21.9450828,2.538835287,-0.16032598,0.57013177,chang7,1
Le15,1793.1718,1795.6055,86.06440659,2.814400518,118.8973221,65.91050224,72.9046587,85.36482582,79.67835159,75.16343479,241.4694366,22.15292912,2.495873892,-0.034184222,0.344486611,chang7,2
Le15,1795.6055,1797.3521,87.98378296,3.430595875,283.3652934,51.81195119,59.76927287,76.04698868,77.06812566,74.74926631,299.3500366,41.82087034,2.381737852,-0.129445452,1.166826479,chang7,1
Le15,1797.3521,1799.9979,79.5867639,2.680866328,129.1133527,45.10727986,57.9569348,75.64238938,78.86511785,81.99387273,262.9000903,29.48194998,2.433848858,0.021669347,0.395566761,chang7,2
Le15,1799.9979,1800.6329,74.61518606,2.763640046,202.1931356,58.0410099,65.92590586,75.75456492,77.19278399,77.82697868,271.0240148,32.54569976,2.457546234,-0.065882206,0.76096568,chang7,1
Le15,1800.6329,1801.9028,76.0083528,2.756187309,127.8710764,55.73164784,59.98554871,69.95909413,70.20980436,70.57785156,252.2584686,27.09163891,2.423576182,0.014007467,0.389355378,chang7,2
Le15,1801.9028,1803.5974,84.36249491,3.086756229,182.922935,27.96997757,36.30300852,44.04204623,50.88461558,51.63193944,258.3690796,31.92775269,2.488084157,-0.113296024,0.664614669,chang7,1
Le15,1803.5974,1805.9773,93.88755341,2.816516352,135.7236046,41.74717827,49.04904671,55.0347208,55.7511117,55.17690725,237.7459686,24.86510248,2.504691637,0.018225602,0.428618021,chang7,2
Le15,1805.9773,1807.8823,92.88845158,3.204149351,156.8643322,28.81429803,36.15610111,40.23374033,40.49418056,39.81096673,244.9513712,28.00741923,2.557638764,-0.091033596,0.534321658,chang7,1
Le15,1807.8823,1808.9939,94.71581268,2.818599963,108.0654411,48.72237396,55.9428196,64.86672516,65.85814514,66.60959587,227.5528275,20.43607178,2.54838419,0.026799931,0.290327205,chang7,4
Le15,1808.9939,1819.947,77.47370452,3.223430706,316.1275148,27.72773386,29.74981336,31.97136626,32.24779937,31.97707424,308.304341,47.22284945,2.403236968,-0.095873248,1.330637576,chang7,6
Le15,1819.947,1820.7408,78.76401193,2.84439608,168.7425526,44.75003161,46.99951717,52.45033155,53.35278947,51.99544144,258.9029606,30.72341946,2.392285722,-0.009478471,0.59371276,chang7,2
Le15,1820.7408,1821.5882,76.76764107,2.763715535,267.2905159,23.90729141,25.24189115,27.08053994,27.4722271,26.86309052,274.9720688,38.42109132,2.455598116,-0.094360891,1.086452559,chang7,1
Le15,1821.5882,1822.7516,77.59565048,2.502216148,117.089521,56.44184437,53.30850182,57.73407307,59.08656578,58.59039116,256.2747162,33.39876404,2.483256698,0.033552121,0.335447603,chang7,4
Le15,1822.7516,1826.3498,80.41553243,3.323146017,296.0717941,28.62588523,27.05885703,27.94580135,28.23562495,27.48751615,289.9965062,44.00320562,2.433047207,-0.087431321,1.230358968,chang7,1
Le15,1826.3498,1834.3401,89.51372563,3.12436018,216.3343238,64.92157449,60.95476793,63.85118546,63.53017737,60.56399093,267.0873425,36.04632683,2.466925298,-0.102842424,0.831671621,chang7,6
Le15,1834.3918,1836.933,89.84627497,2.885827496,187.7230112,74.27635175,66.92148536,66.39431872,64.84561203,61.27098365,272.4304577,35.20047179,2.45952479,0.063447451,0.688615057,chang7,2
Le15,1836.933,1838.203,88.89274805,3.450138829,286.9510678,163.4487946,121.4467579,119.0858123,119.5216488,118.375928,309.5312888,51.03862485,2.349364953,-0.050661538,1.184755331,chang7,1
Le15,1838.203,1841.1141,81.12952328,2.641725938,153.3541867,15.29039027,14.17887092,14.19781228,14.56467748,14.74896161,290.9791781,36.49346622,2.463333666,-0.143515725,0.516770934,chang7,5
Le34,1709.7836,1712.366,61.94036588,3.230390982,139.4034126,22.18022598,25.5870285,27.07679341,28.52194855,28.68665028,254.2198417,25.7285777,2.595417955,-0.082559957,0.447017064,chang7,3
Le34,1712.366,1714.6937,62.64513607,3.235855913,142.4009552,30.36136866,33.27346067,35.19336414,37.31826572,37.71477365,244.5864441,25.18014221,2.607774603,-0.070146843,0.462004776,chang7,3
Le34,1714.6937,1715.8786,64.49218178,3.390559125,167.1855698,19.50641232,20.81737423,21.49522629,22.35679264,22.47776489,268.7740875,30.39191074,2.549844503,-0.134684251,0.585927847,chang7,1
Le34,1715.8786,1722.9477,58.82025495,2.808378491,97.88415198,39.86851962,39.50327692,40.96890884,44.24585083,44.97015493,228.1454205,16.69576467,2.559089928,-0.020794218,0.23942076,chang7,2
Le34,1722.9477,1724.3448,60.09512107,2.823564927,108.6182353,34.42077128,34.04559692,35.03033511,36.96876367,37.99101861,228.1752446,17.58558575,2.592781623,-0.030339976,0.293091174,chang7,3
Le34,1724.3448,1734.6319,57.50641163,2.695629872,91.39712855,41.7215169,40.38158302,41.7552891,44.84920548,45.88945058,227.3325111,15.66541483,2.539192981,-0.018265262,0.206985643,chang7,2
Le34,1734.6319,1736.9599,56.33598995,3.198010159,147.1336651,24.9215661,25.59539666,26.25079961,26.93831306,27.25600553,247.1948471,25.71042242,2.629560471,-0.086095223,0.485668322,chang7,3
Le34,1736.9599,1740.8968,51.97366261,2.859106608,195.2294836,13.44997755,14.92761549,15.38533014,15.25569302,15.14129528,273.1507053,29.01728374,2.546124414,-0.197532115,0.726147421,chang7,1
Le34,1740.8968,1744.791,47.67747843,2.861674793,100.0301926,33.87336519,35.35853857,36.7073639,38.24776185,38.99855366,229.4292197,17.46315533,2.566898271,-0.02122478,0.250150965,chang7,2
Le34,1744.791,1746.8242,52.92684577,2.992554917,119.4480918,28.07229827,28.55133461,29.19021068,30.01029979,30.50701826,235.0594393,20.83074446,2.606496026,-0.039256934,0.347240462,chang7,3
Le34,1746.8242,1763.7141,54.58991396,2.754737417,96.32942531,45.24912357,44.57504219,46.04001261,50.56844282,51.7653126,229.3856506,17.5012995,2.545672925,-0.011256032,0.231647127,chang7,2
Le34,1763.7141,1765.4509,60.45596695,3.006488673,120.7692586,32.27182185,30.91665637,30.62377536,31.51604182,31.92568118,231.1987406,21.48225085,2.627920516,-0.028152916,0.35384629,chang7,3
Le34,1765.4509,1767.2709,58.98817348,2.765848964,91.64459181,50.83505321,48.44695091,48.56966329,49.98927808,50.79255748,226.454236,17.53961003,2.54402858,0.011417499,0.208222959,chang7,4
Le34,1767.2709,1768.8371,59.89157295,3.123462081,121.8943318,32.76995209,31.69022587,31.95396273,32.77183764,33.45741408,231.1656124,22.14530318,2.621239322,-0.023277884,0.359471655,chang7,3
Le34,1768.8371,1772.2238,59.11245401,2.70506961,93.84144865,46.02303192,43.71122496,45.16551208,48.24189704,49.69762448,227.9664437,18.00196913,2.562302521,-0.001086112,0.219207244,chang7,2
Le34,1772.3084,1772.7318,61.123806,2.804583311,113.8068333,34.10013866,32.57448959,33.08594847,35.19322586,36.17332554,235.3293915,22.28657722,2.598264873,-0.014397273,0.319034167,chang7,3
Le34,1772.7318,1774.1711,61.27964137,3.062078183,87.95728185,67.41120148,61.55968578,64.47758455,72.79001676,73.56933623,217.8442512,16.63530651,2.597980463,0.013311929,0.189786409,chang7,2
Le34,1774.1711,1776.33,62.10151312,2.956921379,120.9667579,34.19308964,34.56712903,37.74277777,42.90623156,42.96219285,234.7293472,22.33432897,2.590601007,-0.027579962,0.354833792,chang7,3
Le34,1776.33,1779.6322,59.40174739,2.77041701,98.37912298,39.76430787,38.04928674,39.28022505,42.61464437,43.14730665,229.6961404,18.93154928,2.565530724,-0.00281067,0.241895616,chang7,2
Le34,1779.6322,1783.9922,62.87557422,3.093337754,123.2470593,32.98195468,32.18450843,32.69581678,34.05062697,34.83100923,235.4864803,23.08530352,2.608516461,-0.026692122,0.366235298,chang7,3
Le34,1783.9922,1785.008,62.05296241,3.02663019,98.17834303,38.58154551,38.66240226,40.21878984,43.27458106,43.80459044,225.2817501,17.93980365,2.612183756,-0.012329241,0.240891715,chang7,2
Le34,1785.008,1790.977,62.46518785,3.196238992,136.3249463,26.44627419,26.86463621,27.20034673,27.70968005,28.03873132,243.069567,26.81194737,2.652363651,-0.0382182,0.431624731,chang7,3
Le34,1790.977,1791.9937,62.49932649,2.926379667,239.9707218,28.11082522,30.50979021,31.47658412,31.69503572,31.91315333,291.1753879,39.1604343,2.481350713,-0.13187874,0.949853619,chang7,1
Le34,1791.9937,1793.0509,62.65609826,3.045893192,134.8702325,46.62351142,46.72643153,47.60622406,48.52286784,49.37233777,241.7504205,17.03982321,2.600942188,-0.125611046,0.424351162,chang7,2
Le34,1793.0509,1793.9404,63.64157867,3.081678152,261.0295753,55.12920952,49.07804537,47.05379343,48.89050007,50.28871584,300.5159378,27.08435893,2.527344733,-0.269990336,1.055147886,chang7,1
Le34,1793.9404,1794.9141,63.71123886,2.901070462,144.2023977,53.49321493,48.55161879,46.92594994,50.30098004,51.07621172,247.2568309,23.0449401,2.503155152,-0.083975928,0.471011991,chang7,2
Le34,1794.9141,1795.7609,63.95953417,3.134931743,241.5675468,29.12094712,28.13680243,28.43775868,30.02130342,30.52213669,277.7113533,34.43948007,2.54557085,-0.155369593,0.957837738,chang7,1
Le34,1795.7609,1797.9619,64.96965669,2.649250319,111.5984433,42.3744538,38.01120487,36.57953132,37.80213487,38.54129942,229.2166869,19.36875514,2.55431701,-0.019518316,0.307992216,chang7,2
Le34,1797.9619,1799.2318,63.39680758,3.188426863,129.8208174,36.7792126,31.32999229,29.51253197,29.52072854,29.52869658,231.6018191,23.80675142,2.640194221,-0.015656821,0.399104091,chang7,3
Le34,1799.2318,1803.7192,64.88849712,2.976054636,101.5766022,40.72784558,39.11610119,39.50919497,40.89025497,41.99926005,219.6999256,18.6088054,2.622317327,0.010531097,0.25788301,chang7,2
Le34,1803.7192,1810.238,67.10302374,3.23386132,140.537155,34.93266185,34.33288261,34.33232444,35.46316237,36.23880933,239.1855284,25.25553952,2.611021402,-0.048755136,0.452685774,chang7,3
Le34,1810.238,1811.2122,66.16958025,3.211528831,325.1184184,44.02260102,40.86321852,41.91978857,45.4516538,45.89895227,298.983412,31.60616642,2.423539877,-0.234075187,1.375592099,chang7,1
Le34,1811.2122,1815.276,66.37878485,2.493331201,218.6714958,25.56894465,26.88568087,27.73920312,28.99774209,29.66256058,245.0344651,21.09122001,2.441420233,-0.044683007,0.843357481,chang7,2
Le43,1475.6238,1483.4032,55.18455899,2.727671638,98.24565234,24.06633792,21.39483111,20.61824397,20.45245177,20.25246678,237.0708732,18.27488304,2.511429105,-0.022907434,0.241228262,chang7,2
